"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x31419574","x1104182406939058179",2019-03-09 00:49:35,"apwildebeast","@IainMGrant Man flu can be more lethal than H5N1. Be careful out there men!","Twitter for Android",63,"x1103990480302428160","x417329493","IainMGrant",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x417329493","IainMGrant","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/apwildebeast/status/1104182406939058179","Aaron Irwin","Ireland","Optometrist,Philosopher's Apprentice and all round good egg.(slightly hard-boiled)",,FALSE,44,101,0,1061,544,2009-04-15 14:29:22,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1905676268/image_normal.jpg",,
"x4662730167","x1104182113945804800",2019-03-09 00:48:25,"horsesforeveve1","I’ve had the flu for like a week now and I hate it, I seriously haven’t stepped outside since Tuesday afternoon <U+0001F62D> but at least it’s not the measles or smth","Twitter for iPhone",155,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/horsesforeveve1/status/1104182113945804800","katie <U+0001F929>","Kitchener, Ontario","one band • one dream • one direction",,FALSE,15,117,0,395,4006,2015-12-31 08:37:41,FALSE,,,"en","https://pbs.twimg.com/profile_banners/4662730167/1538265224",,"http://pbs.twimg.com/profile_images/1027042532725874688/zHUZ7yQy_normal.jpg",,
"x3311806657","x1104181984752857088",2019-03-09 00:47:54,"ArandiaJenalyn","@mamajo1208 @aypadruk Hala did u get a flu shot , take lots of OJ and water , get well soon beshy #ADNForDaddysGurlWithALDEN","Twitter for iPhone",102,"x1104181663154798592","x86188906","mamajo1208",FALSE,FALSE,1,0,"ADNForDaddysGurlWithALDEN",,,,,,,,,,,,,"x86188906 x380731454","mamajo1208 aypadruk","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ArandiaJenalyn/status/1104181984752857088","MAMY JEN <U+0001F340><U+1D2C><U+1D30><U+1D3A>","San Diego, CA","Love doesnt make the world go 'round . Love is what makes the ride worth while .","https://t.co/9fjxNkV9zn",FALSE,2644,316,8,66690,257,2015-08-10 19:42:14,FALSE,"https://t.co/9fjxNkV9zn","http://wattpad.com/Lyen523","en","https://pbs.twimg.com/profile_banners/3311806657/1551614268","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1102176237110190080/ZYHfuYIs_normal.jpg",,
"x14112128","x1104181930923360257",2019-03-09 00:47:41,"cabri","Our plans for @CatVideoFest tomorrow have died a sorry death - sister's two grandkids are both sick, one with stomach flu, the other with ""my brother's sick so I hafta be sick too"".  Hoping there'll still be tix available for Sunday p.m.!","Twitter Web Client",238,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,"x703379585207922688","CatVideoFest","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cabri/status/1104181930923360257","cabri","Royal Oak, MI","Noncommittal. Yonderly. Struthious. Nazis are bad. Olympics are good. @radiotopia citizen.",,FALSE,642,446,76,87826,6094,2008-03-10 07:45:30,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/757696617302650880/Hf_96C2Q_normal.jpg",,
"x595750891","x1104181888099467266",2019-03-09 00:47:31,"poppunkhan","anti-vax co worker: *coughs*
me: I’m so glad I got my flu shot this year 
anti-vax co worker: https://t.co/JzlowHjktM","Twitter for iPhone",93,,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D1LXkuMXQAAQ5YB.jpg","https://t.co/JzlowHjktM","https://twitter.com/poppunkhan/status/1104181888099467266/photo/1","photo","http://pbs.twimg.com/media/D1LXkuMXQAAQ5YB.jpg","https://t.co/JzlowHjktM","https://twitter.com/poppunkhan/status/1104181888099467266/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/9807c5c5f7a2c6ce.json","Minnesota","Minnesota, USA","admin","United States","US","NA NA","NA NA","-97.239256 -89.483385 -89.483385 -97.239256 43.499362 43.499362 49.384359 49.384359","https://twitter.com/poppunkhan/status/1104181888099467266","han","Fergus Falls, MN","ope",,FALSE,729,185,5,24782,57845,2012-05-31 19:15:41,FALSE,,,"en","https://pbs.twimg.com/profile_banners/595750891/1533705629","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1103071308471066625/9k15DEwW_normal.jpg",46.4418605,-93.3613205
"x465109396","x1104181397122699267",2019-03-09 00:45:34,"catyreeves","I love my Rebs! 

I don’t love the flu and Lysol highs.... https://t.co/i9sH6rKLzb","Twitter for iPhone",58,,,,TRUE,FALSE,0,0,,,"twitter.com/olemisssoftbal…","https://t.co/i9sH6rKLzb","https://twitter.com/olemisssoftball/status/1104170055401656325",,,,,,,,,,,"en","x1104170055401656325","#TheSeason is here! Join us on our journey as we take a look back to our trip to Cali <U+0001F334><U+2600><U+FE0F>

<U+0001F5A5> https://t.co/tJPwcGgfKX 

#CARE #HottyToddy https://t.co/Qh8PfH08oy",2019-03-09 00:00:30,"Hootsuite Inc.",18,7,"x253872941","OleMissSoftball","Ole Miss Softball",21534,197,16071,"Oxford, Mississippi","The Official Twitter feed of Ole Miss Softball.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/catyreeves/status/1104181397122699267","Caty Reeves","Oxford, MS","Volunteer Assistant Coach/ Camp Coordinator - Ole Miss Softball - 1 Samuel 16:7",,FALSE,730,452,0,3562,1308,2012-01-16 00:03:28,FALSE,,,"en","https://pbs.twimg.com/profile_banners/465109396/1532930284","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1033491115146665984/GoE_FP3m_normal.jpg",,
"x37843692","x1104180901930516480",2019-03-09 00:43:36,"JerseyHawk68","@rizdawg7 I’m on 9 ear infections. Was supposed to get tubes 3/1 but got the flu 4 days before and had to push back another 5 weeks","Twitter for iPhone",121,"x1104180494713933825","x552073493","rizdawg7",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x552073493","rizdawg7","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/ae06eba154dc5aa3.json","Blue Bell","Blue Bell, PA","city","United States","US","NA NA","NA NA","-75.293907 -75.24041 -75.24041 -75.293907 40.121993 40.121993 40.1740222 40.1740222","https://twitter.com/JerseyHawk68/status/1104180901930516480","SB","","NY/NJ Sports Fan, Amazed By the Human Condition, Interest in Politics, Witty/Dry Comedy Aficionado, #MongoNation",,FALSE,482,1440,15,65254,7960,2009-05-05 03:15:45,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000191249531/347486b7801f8e9e4a67f27d211db8a1_normal.jpeg",40.1480076,-75.2671585
"x2954284869","x1104180877779787776",2019-03-09 00:43:30,"DeveloperTea","Challenge for Day 67 Sometimes the “right” code doesn’t necessarily feel right. This isn’t because the code is bad, but because it is only a representative model, and all models are at least partially wrong. If we can learn this, we can learn to more flu… https://t.co/HVP5rnbo15","IFTTT",279,,,,FALSE,FALSE,0,0,,,"tea.is/d/67","https://t.co/HVP5rnbo15","http://tea.is/d/67",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DeveloperTea/status/1104180877779787776","Developer Tea Podcast","Chattanooga, TN","Top-ranked podcast for developers made to fit in your tea break. 11m+ downloads and counting. https://t.co/agOaMphAlN Coach: @jcutrell - @specfm","http://t.co/3rC8K0di6S",FALSE,6928,1320,211,6104,2650,2015-01-01 05:52:44,FALSE,"http://t.co/3rC8K0di6S","http://developertea.com","en","https://pbs.twimg.com/profile_banners/2954284869/1446444957","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/557744034462965760/u-dbRwJT_normal.jpeg",,
"x1018305258068561920","x1104180773224148992",2019-03-09 00:43:05,"PYon_LiveLife","@bulletgifts Just take care of you.  I totally missed last Saturday, slept right through it.  Flu is the pits.  Feel better <U+0001F64F><U+0001F64F><U+0001F64F><U+0001F64F>","Twitter for iPad",115,"x1104178530294870016","x932289159665942528","bulletgifts",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x932289159665942528","bulletgifts","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PYon_LiveLife/status/1104180773224148992","Pat Yon","Virginia Beach, VA","wife, mom, grandma. Love nature, fishing, kayaking,cats,dogs. Breast CA survivor. RN. exMedic / police dispatcher",,FALSE,359,580,0,7844,23635,2018-07-15 01:24:27,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1018305258068561920/1548731480",,"http://pbs.twimg.com/profile_images/1090084950718771200/HM911TMk_normal.jpg",,
"x3095937598","x1104180691582009344",2019-03-09 00:42:46,"Breannieee","I don’t understand why ppl don’t get flu shots. It’s literally free","Twitter for iPhone",67,,,,FALSE,FALSE,1,1,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Breannieee/status/1104180691582009344","bre<U+264E><U+FE0F>","Lafayette, LA","didn’t they tell you? [ul19]            insta: breanniechantel_",,FALSE,2518,1554,7,29155,8404,2015-03-19 03:19:44,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3095937598/1546819997","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1103142824571224064/DhWvkTlo_normal.jpg",,
"x1173220656","x1104180525793714176",2019-03-09 00:42:06,"AmyVenti","@WhoopiGoldberg my prayers are with you for complete healing and recovery! Moms going thru it now and had emergency surgery tonight for perforated colon! Two weeks in the hospital with double pneumonia and flu and now this!","Twitter for iPhone",223,,"x284602545","WhoopiGoldberg",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x284602545","WhoopiGoldberg","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AmyVenti/status/1104180525793714176","Chihuahuas 4 Trump","Metro St. Louis","Wife & Chihuahua mommy! I love God, my family and my dogs! My dogs and I love Trump!
Pizzagate is REAL!!",,FALSE,202,357,11,2357,1420,2013-02-12 22:19:57,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1173220656/1456855878","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/706909702647447552/UPiDIKwK_normal.jpg",,
"x1173220656","x1104179478341791744",2019-03-09 00:37:56,"AmyVenti","@persisting2017 @WhoopiGoldberg @DavidTennantPod My moms been in the hospital 2 weeks with flu turned into pneumonia and tonight was rushed into ER surgery for a perforated colon that popped up today! Prayers with you all and my mom!","Twitter for iPhone",184,"x1104179055908216832","x817918474320166912","persisting2017",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x817918474320166912 x284602545 x1082674045567623168","persisting2017 WhoopiGoldberg DavidTennantPod","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AmyVenti/status/1104179478341791744","Chihuahuas 4 Trump","Metro St. Louis","Wife & Chihuahua mommy! I love God, my family and my dogs! My dogs and I love Trump!
Pizzagate is REAL!!",,FALSE,202,357,11,2357,1420,2013-02-12 22:19:57,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1173220656/1456855878","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/706909702647447552/UPiDIKwK_normal.jpg",,
"x17370770","x1104180479429890048",2019-03-09 00:41:55,"patricknathan","@catrachxs You have the flu girl","Twitter for iPhone",21,"x1104162593332256770","x1100242952671027200","catrachxs",FALSE,FALSE,1,0,,,,,,,,,,,,,,"x1100242952671027200","catrachxs","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/patricknathan/status/1104180479429890048","Patrick Nathan","Minneapolis, MN","author (Some Hell) + surveillant (self)","https://t.co/qgv2D66BbR",FALSE,3725,603,130,356,31140,2008-11-13 18:22:10,TRUE,"https://t.co/qgv2D66BbR","http://patricknathan.com/","en","https://pbs.twimg.com/profile_banners/17370770/1544134306","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1069716766715203585/uE4vDKV__normal.jpg",,
"x817918474320166912","x1104180471661912064",2019-03-09 00:41:53,"persisting2017","@WhoopiGoldberg @DavidTennantPod Whoopi-I too, am healing after a 3month+ illness that began w/flu &amp; rollercoastered into severe bronchial infection-I did not reveal it-but I was scared.  Whoopi-please take care-we need your heart/mind &amp; voice!  Recovery is slow-exhaustion takes a toll-take your time.   <U+0001F98B><U+2764><U+FE0F><U+0001F98B>","Twitter for iPhone",284,"x1092912695853137920","x284602545","WhoopiGoldberg",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x284602545 x1082674045567623168","WhoopiGoldberg DavidTennantPod","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/persisting2017/status/1104180471661912064","Shelley","Arizona, USA","(former) STATE REPRESENTATIVE Candidate-passionate SEEKER of truth/deeper perception & patriotic CLIMATE & peace ACTIVIST <U+0001F30E><U+262E><U+FE0F><U+2696><U+FE0F><U+2764><U+FE0F> <U+0001F49C> #MATRIOT",,FALSE,761,851,5,12045,18062,2017-01-08 02:18:55,FALSE,,,"en","https://pbs.twimg.com/profile_banners/817918474320166912/1540151606","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1053106451445501952/eXTQo2Dp_normal.jpg",,
